statement,explanation,label,input_text
Plants can make computers,"Animals eat plants, but not computers",0,"Plants can make computers Animals eat plants, but not computers"
My friend like to eat electronic goods.,No one can digest electronic goods.,1,My friend like to eat electronic goods. No one can digest electronic goods.
My friend like to eat electronic goods.,Electronic goods are very small now a days to eat.,0,My friend like to eat electronic goods. Electronic goods are very small now a days to eat.
My friend like to eat electronic goods.,Electronic goods may cause shock while eating.,0,My friend like to eat electronic goods. Electronic goods may cause shock while eating.
Europe is in france,Europe is a continent but france is a country,1,Europe is in france Europe is a continent but france is a country
Europe is in france,france is not european,0,Europe is in france france is not european
Europe is in france,europe is not a french country,0,Europe is in france europe is not a french country
The babies birthday is the day their parents met.,Birthdays are happy days and the day of birth is happier than the day of parents meeting.,0,The babies birthday is the day their parents met. Birthdays are happy days and the day of birth is happier than the day of parents meeting.
The babies birthday is the day their parents met.,Birthdays must refer to the days and most parents meet at night time,0,The babies birthday is the day their parents met. Birthdays must refer to the days and most parents meet at night time
The babies birthday is the day their parents met.,A birthday refers to the day you were conceived as a way to refer to your age so it cannot be the day your parents met.,1,The babies birthday is the day their parents met. A birthday refers to the day you were conceived as a way to refer to your age so it cannot be the day your parents met.
A sheep shops at Walmart,Sheep would see how the wool is used in the stores,0,A sheep shops at Walmart Sheep would see how the wool is used in the stores
A sheep shops at Walmart,Sheep only eat grass but Walmart sells meat,0,A sheep shops at Walmart Sheep only eat grass but Walmart sells meat
A sheep shops at Walmart,Walmart is a store for persons not animals,1,A sheep shops at Walmart Walmart is a store for persons not animals
You can not get drunk from alcohol.,"Alcohol is the only thing you can get drunk from and by drinking it, your brain becomes drunk.",1,"You can not get drunk from alcohol. Alcohol is the only thing you can get drunk from and by drinking it, your brain becomes drunk."
You can not get drunk from alcohol.,It is impossible to stay sober if you drink even one drop of alcohol.,0,You can not get drunk from alcohol. It is impossible to stay sober if you drink even one drop of alcohol.
You can not get drunk from alcohol.,Alcohol is poisonous and by drinking it you imminently become intoxicated.,0,You can not get drunk from alcohol. Alcohol is poisonous and by drinking it you imminently become intoxicated.
The fire hydrant shot a bullet,Fire hydrants do not have firing mechanisms,1,The fire hydrant shot a bullet Fire hydrants do not have firing mechanisms
The fire hydrant shot a bullet,Guns are older than fire hydrants,0,The fire hydrant shot a bullet Guns are older than fire hydrants
The fire hydrant shot a bullet,Fire hydrants do not have an amendment protecting them,0,The fire hydrant shot a bullet Fire hydrants do not have an amendment protecting them
A forest is an area covered with snow,"the multitude of trees makes up a forest, and the presence or absence of snow is irrelevant",1,"A forest is an area covered with snow the multitude of trees makes up a forest, and the presence or absence of snow is irrelevant"
A forest is an area covered with snow,"snow is white, and the forest is green",0,"A forest is an area covered with snow snow is white, and the forest is green"
A forest is an area covered with snow,"snow melts, but the forest does not",0,"A forest is an area covered with snow snow melts, but the forest does not"
The grass is singing.,Lots of animals eat grass.,0,The grass is singing. Lots of animals eat grass.
The grass is singing.,Water helps grass grow.,0,The grass is singing. Water helps grass grow.
The grass is singing.,Grass does not have voice or mouth to make noise.,1,The grass is singing. Grass does not have voice or mouth to make noise.
She cut the meat with a fridge.,Refrigerators are iron while meats are red.,0,She cut the meat with a fridge. Refrigerators are iron while meats are red.
She cut the meat with a fridge.,A refrigerator is much larger than a meat.,1,She cut the meat with a fridge. A refrigerator is much larger than a meat.
She cut the meat with a fridge.,A refrigerator cannot use knives.,0,She cut the meat with a fridge. A refrigerator cannot use knives.
The whale swims in a bathtub.,The whale is much larger than a bathtub.,1,The whale swims in a bathtub. The whale is much larger than a bathtub.
The whale swims in a bathtub.,The whales are usually gray while the tubs are usually white.,0,The whale swims in a bathtub. The whales are usually gray while the tubs are usually white.
The whale swims in a bathtub.,The bathtub cannot swim in the whale.,0,The whale swims in a bathtub. The bathtub cannot swim in the whale.
A boxer would never punch in a boxing match.,Boxers will be arrested if they punch someone.,0,A boxer would never punch in a boxing match. Boxers will be arrested if they punch someone.
A boxer would never punch in a boxing match.,Boxers are very nice people and hate all types of violence.,0,A boxer would never punch in a boxing match. Boxers are very nice people and hate all types of violence.
A boxer would never punch in a boxing match.,A boxer needs to punch in a boxing match to score points and win. A referee makes them punch.,1,A boxer would never punch in a boxing match. A boxer needs to punch in a boxing match to score points and win. A referee makes them punch.
There was a person drinking sulfuric acid.,People do not drink sulfuric acid because it would kill them.,1,There was a person drinking sulfuric acid. People do not drink sulfuric acid because it would kill them.
